job_uuid,title,company_name,salary_min,salary_max,hot_jobs_cluster,cluster_label,seniority,peer_median,above_market_pct
6995eeac3f230433ee985eaf5c64a1b5,"Portfolio Manager, Derivatives (AIA Investment Management)",AIA INVESTMENT MANAGEMENT PRIVATE LIMITED,16000,20000,2,Quantity Surveyor,,5000.0,220.0
91c5b8f87994b509fb0608acbd82ed8a,Associate - Relationship Manager - International Wealth Management,NOMURA SINGAPORE LIMITED,16000,22000,15,Beautician,Mid,5000.0,220.0
bcce0992ecf311156b4cddcd50216c94,Associate Portfolio Manager,POLYMER CAPITAL SINGAPORE PTE. LTD.,16000,22000,2,Quantity Surveyor,,5000.0,220.0
0a2316da5e6f6be245a39c7834f1145c,R0441255 APAC Financing – Associate,DEUTSCHE BANK AKTIENGESELLSCHAFT,16000,22000,15,Beautician,Mid,5000.0,220.0
020eb06649e6f30f486ba9bb6cabaf80,Director of Investor Relations(VC-backed Healthcare Automation Tech portfolio),AMBITION GROUP SINGAPORE PTE. LTD.,16000,22000,2,Quantity Surveyor,,5000.0,220.0
19e583cb693e21b6a9f020448730a913,SAP Finance & RE-FX Consultant,AVENSYS CONSULTING PTE. LTD.,16000,19500,10,HR Executive,Senior,5000.0,220.0
17c8767a1e6e4d7ea4d596409e532e31,GENERAL MANAGER - CORPORATE PLANNING,TVS MOTOR COMPANY LIMITED Singapore Branch,16000,20000,2,Quantity Surveyor,,5000.0,220.0
0efddb582156c47c9cca9d55534b0d22,EH13426516 - Global Finance Director (European Manufacturing MNC),ROBERT HALF INTERNATIONAL PTE. LTD.,16000,20000,2,Quantity Surveyor,,5000.0,220.0
0d338f65f67be6141f04afc2451a704a,Trader,TRAFIGURA PTE LTD,16000,22500,15,Beautician,Mid,5000.0,220.0
99ca41dd6c32683a67bb6d0d1e71ce52,Senior Managing Consultant SAP AI,IBM SINGAPORE PTE LTD,16000,23000,19,SUPERVISOR,Senior,5000.0,220.0
2e53ea854d910cea4ad1706af99c7d35,Associate/Senior Associate - Banking & Finance/Project Finance,MALLESONS LLP,16000,26700,2,Quantity Surveyor,,5000.0,220.0
43548f6b655307d3549d73a66c9270cd,"Associate, Corporate Risk Solutions",THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,16000,25000,15,Beautician,Mid,5000.0,220.0
caf95ec0623c448439a21101ff43bb86,FP&A Lead (Senior Manager),THE EDGE PARTNERSHIP HOLDINGS PTE. LTD.,16000,18500,2,Quantity Surveyor,,5000.0,220.0
df392cd2aacceafea9e06353ce320bbe,Principal AI Engineer (6 months contract),ESOL PTE. LTD.,19000,21000,19,SUPERVISOR,Lead,6000.0,216.7
358265df0dad29167480adcdc41692a2,Quantitative Researcher (Commodities),BALYASNY ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,12000,16000,19,SUPERVISOR,Junior,3800.0,215.8
c6570809407ecf149c681c81ebd42436,Sr. Forward Deployed Engineer,DATABRICKS ASIAPAC UNIFIED ANALYTICS PTE. LTD.,14500,21750,19,SUPERVISOR,,4600.0,215.2
8cb96e847fe9fcffb01ec01ceb2dff4f,Analyst - Group Strategy & Investments (Real Estate),TRI-CAP CONSULTING PTE. LTD.,11000,12500,15,Beautician,,3500.0,214.3
9c4401ab24f4db825e8df59138523d03,Visiting Professor in Wireless Communications and Signal Processing,NANYANG TECHNOLOGICAL UNIVERSITY,11000,20000,12,Warehouse Assistant,,3500.0,214.3
e0ac35c1f8264820dafe1d99be33a007,Principal Systems Development Engineer,DELL GLOBAL B.V. (Singapore Branch),11000,15000,12,Warehouse Assistant,,3500.0,214.3
340ef57df3ab9ed92498df39f9643e98,"Senior Product Manager, Analytics & AI",DHL EXPRESS (SINGAPORE) PTE. LTD.,11000,14000,12,Warehouse Assistant,,3500.0,214.3
2ca1cd4f01621c816f0ad3c0fc4a58af,Legal Counsel Opportunity,LAWYERS ON DEMAND (SINGAPORE) PTE. LTD.,11000,22000,15,Beautician,,3500.0,214.3
14a8ea6a225635eea6acb5298c50f234,Expert Backend Engineer (Vespa Search Engine) - SRA Team,SHOPEE IP SINGAPORE PRIVATE LIMITED,11000,13000,12,Warehouse Assistant,,3500.0,214.3
a6588023c1b17d8c2f32216ac80d63e5,Cybersecurity Architect (Azure),EVOLUTION RECRUITMENT SOLUTIONS PTE. LTD.,11000,15000,12,Warehouse Assistant,,3500.0,214.3
7099ab774e2ecc1d2bb5e7fadd417dcc,Staff Software Engineer - Platform & Applications,,11000,19000,12,Warehouse Assistant,,3500.0,214.3
8bfecb29d445678cd371ebcecbfdea25,Messaging & Collaboration Cloud Architect,SAGL CONSULTING PTE. LTD.,11000,15000,12,Warehouse Assistant,,3500.0,214.3
5d5976c5981f016556b2ca44a22bef7a,Software Developer,ABS CONNECT PTE. LTD.,11000,12500,12,Warehouse Assistant,,3500.0,214.3
593b9c4be71a3672271d26ae293848c0,Consultant Opportunity,LOD CONSULTING (SINGAPORE) PTE. LTD.,11000,22000,15,Beautician,,3500.0,214.3
8a43bf5d8418b3d85387216b604af131,SAP ABAP Consultant | Contract,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,11000,13000,12,Warehouse Assistant,,3500.0,214.3
7bb47c6542961dbc326ec6d380c9b1b1,SOLUTION ARCHITECT,APAR TECHNOLOGIES PTE. LTD.,11000,12000,12,Warehouse Assistant,,3500.0,214.3
3dfbded16bb46022a53d2e7c875347ae,Senior Architectural Associate,P+A PROJECTS PTE. LTD.,11000,14000,12,Warehouse Assistant,,3500.0,214.3
6f3597f12589a0cf4360a4eb167601b1,Senior Software Consultant,LYNEER CORP (SINGAPORE) PTE. LTD.,11000,14000,12,Warehouse Assistant,,3500.0,214.3
035769ce24d61059dedddcaa2966a1bc,Senior Architect,P+A PROJECTS PTE. LTD.,11000,13000,12,Warehouse Assistant,,3500.0,214.3
115126400c48feff76f723d08286f550,Senior Rust Engineer,NODEFLAIR PTE. LTD.,11000,18000,12,Warehouse Assistant,,3500.0,214.3
e4f6472978c19d4a557d5a9545d78222,Senior LPG Trader,CONSULT SELECTION PTE LTD,21000,26000,2,Quantity Surveyor,Senior,6700.0,213.4
af8a67349a12af1951f77e02635d9e3d,AI Training Infras Engineer,FRAGMENT WORKS PTE. LTD.,15000,18000,19,SUPERVISOR,Mid,4800.0,212.5
b04e58ebc891f783746f77635203dda9,Forward Deployer AI Engineer,ACCESS PEOPLE (SINGAPORE) PTE. LTD.,15000,22000,19,SUPERVISOR,Mid,4800.0,212.5
2a64a691b58c9f5132c9fe3d9038599a,Account Manager,AMAZON WEB SERVICES SINGAPORE PRIVATE LIMITED,15000,23000,16,Music Teacher,Mid,4800.0,212.5
7cc5967273987160a41bea847fc68fea,Structured Product Specialist / Trader,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,15000,22500,12,Warehouse Assistant,Mid,4800.0,212.5
094425b3eff2d57ebcddde29671b32eb,Quantitative Trader,ALC TECHNOLOGIES SG PTE. LTD.,15000,20000,19,SUPERVISOR,Mid,4800.0,212.5
08bc2a8d199e388a2cd5984258d9e173,"Head of Tax, Singapore",DIGITAL EDGE (SINGAPORE) PTE. LTD.,15000,25000,2,Quantity Surveyor,Lead,4850.0,209.3
5f6817e1fcc52bac3a57fea889479697,Finance Controller / CFO (Construction or Manufacturing | SME Experience Preferred),KINGSFORCE MANAGEMENT SERVICES PTE LTD,15000,20000,2,Quantity Surveyor,Lead,4850.0,209.3
6b95408bf0d58c8f2b3361e639fa772c,"Head, Regional Strategy, India Region",CHARTERHOUSE PTE. LTD.,15000,18000,2,Quantity Surveyor,Lead,4850.0,209.3
2af3cd6a7e47dd502baefec1c45b382b,Global Tax Lead,THE TALENT PEOPLE PTE. LTD.,15000,24000,2,Quantity Surveyor,Lead,4850.0,209.3
2bb92104cd2dcbb53bccd8ef7764adf0,GM / Head of Payment,INSTAGE TECHNOLOGY PTE. LTD.,15000,25000,2,Quantity Surveyor,Lead,4850.0,209.3
70e2e7ac8fdda7c4ee2ebefbbfab2f7c,Head of Compliance (FinTech),MICHAEL PAGE INTERNATIONAL PTE LTD,15000,18000,2,Quantity Surveyor,Lead,4850.0,209.3
b670a6aab29677433608c13470f47a3f,Murex Data Track Lead-12m months contract,ESOL PTE. LTD.,14000,16000,19,SUPERVISOR,,4600.0,204.3
a9bc55f92348c15d118da99875fb3bf5,"Data Platform and Engineering Manager, SEAA",CHANEL ASIA PACIFIC PTE LIMITED,14000,17000,19,SUPERVISOR,,4600.0,204.3
ca55056d660c13957477553cdd3e6355,Datamart Architect (Murex MX.3)-12 months contract,ESOL PTE. LTD.,14000,16000,19,SUPERVISOR,,4600.0,204.3
6d60d9454cc395ca27f2e17d3fa7360b,Murex Datamart Reporting BA (BO & Finance)-12 months contract,ESOL PTE. LTD.,14000,16000,19,SUPERVISOR,,4600.0,204.3
332a56909891fbe4243b1d31dda00593,Staff DevOps Engineer,ILLUMINA INTERNATIONAL GENOMICS PTE. LTD.,10600,13500,12,Warehouse Assistant,,3500.0,202.9
d736fdb2538537873c98e4991ef26655,APJ RE Portfolio & Capital Programs Manager (PMO),HP SINGAPORE (PRIVATE) LIMITED,16649,22198,2,Quantity Surveyor,Manager,5500.0,202.7
10dbe966870045a6c4ca8e0a1c9697d7,VP / SVP – Syndicated & Structured Finance (Regional Coverage),REVUP CONSULTING PTE. LTD.,15000,20000,2,Quantity Surveyor,,5000.0,200.0
d13e32fd28f40713d223e63bc1996edb,Tax Director,EXECUTIVE COMPASS PTE. LTD.,15000,20000,2,Quantity Surveyor,,5000.0,200.0
de690d259ae38a1e187976c4c0023722,Asia Flow Credit Trader,BNP PARIBAS,15000,29000,15,Beautician,Mid,5000.0,200.0
f40bd04a07665887b4b19d65a08f3775,INVESTMENT STRATEGIST,"BDO UNIBANK, INC. (Singapore Branch)",15000,20000,2,Quantity Surveyor,,5000.0,200.0
ff487180dc0fb2c63b6ef8552870dc1e,IT Governance & Risk Manager (High Bonuses / East),CAREERALLY PTE. LTD.,15000,18000,2,Quantity Surveyor,,5000.0,200.0
582ac11c3b218bf454f41cd82f09c29e,Research Analyst – US & Europe Equities,LION GLOBAL INVESTORS LIMITED,15000,28000,2,Quantity Surveyor,,5000.0,200.0
6c9d177a5fcb6e07184661af7ca803c4,Vice President / Senior Vice President – Corporate Treasury Sales,,15000,20000,2,Quantity Surveyor,,5000.0,200.0
6861d0ecdff2322b8f2c61f24b0d9df0,Quantitative Trading and Research – Prime Financial Services – Vice President,J.P. MORGAN SECURITIES SINGAPORE PRIVATE LIMITED,18000,28000,19,SUPERVISOR,Lead,6000.0,200.0
dd4923ed8275a3b2e2895c30b78bfe26,Audit Senior Manager/Director,DELOITTE & TOUCHE LLP,15000,20000,2,Quantity Surveyor,,5000.0,200.0
b5380c4e3a281da835c2f6f670cf3c89,"Technical Program Manager, Data, App Ads - Singapore",GOOGLE ASIA PACIFIC PTE. LTD.,15000,30000,19,SUPERVISOR,Senior,5000.0,200.0
36137e3a0085e65aefc5d3fd2bce760f,"VP, Financial Services Tax Manager (In-house)",THE EDGE PARTNERSHIP HOLDINGS PTE. LTD.,15000,18000,2,Quantity Surveyor,,5000.0,200.0
b7d2507a84b7820b778c679540d61ca7,Senior Principal Machine Learning Engineer,GRABTAXI HOLDINGS PTE. LTD.,15000,22500,19,SUPERVISOR,Senior,5000.0,200.0
bd7764db489df6b275d12a707c022e8a,Legal Counsel - PERE,TRI-CAP CONSULTING PTE. LTD.,15000,17000,2,Quantity Surveyor,,5000.0,200.0
4dd8f622f79a0586b5adb98b3e0f0ebb,Senior Technical Lead & Solution Architect,INTELLECT DESIGN ARENA PTE. LTD.,15000,19166,10,HR Executive,Senior,5000.0,200.0
fc30c1c38ff0c8a1d1e313e52f46b292,Private Banking Team Head,"BDO UNIBANK, INC. (Singapore Branch)",15000,23000,2,Quantity Surveyor,,5000.0,200.0
b73bd10d834165910084d062cfd8a344,"Equity Research Analyst, Buy-Side Firm",MICHAEL PAGE INTERNATIONAL PTE LTD,15000,20000,2,Quantity Surveyor,,5000.0,200.0
d49be2530f5969d99cf765cc14bd6fa0,"Senior Product Manager, Macro",BALYASNY ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,15000,21000,10,HR Executive,Senior,5000.0,200.0
80015b55bc7b50f1113d9e5698213050,Integration Infrastructure Consultant #dl,HAYS SPECIALIST RECRUITMENT PTE. LTD.,10500,13500,12,Warehouse Assistant,,3500.0,200.0
1975da3210d4169ffaea356f88279db9,Lead Investment Data Management,INVARTIS CONSULTING PTE. LTD.,18000,21000,19,SUPERVISOR,Lead,6000.0,200.0
32f330803560ac3a82587844033713cc,Relationship Manager (Private Wealth Management),TALENTVIS SINGAPORE PTE. LTD.,15000,20000,2,Quantity Surveyor,,5000.0,200.0
1c4424967f1b6544b14c720c4c8c7702,Private Wealth Advisor,PLACEMENT PROFESSIONALS,15000,18000,2,Quantity Surveyor,,5000.0,200.0
c49f4c210c0d4e9e5927e1d18b5e2430,Broker,GINGA GLOBAL MARKETS PTE. LTD.,15000,19000,2,Quantity Surveyor,,5000.0,200.0
b4ccdd675e3bb93808ab2a3cac5595f5,Investment Counsellor (Private Bank),AMBITION GROUP SINGAPORE PTE. LTD.,15000,20000,2,Quantity Surveyor,,5000.0,200.0
3dc8ef9c1546e11bfcf66522e120ea04,Technology Risk Manager - IT Controls (High Bonuses / East),CAREERALLY PTE. LTD.,15000,20000,2,Quantity Surveyor,,5000.0,200.0
53cab5878159e9d2a8b635fca4cd656e,"VP, Trade Compliance (High-Tech Manufacturing)",MICHAEL PAGE INTERNATIONAL PTE LTD,15000,18000,2,Quantity Surveyor,,5000.0,200.0
92703a6e3f04057b51f91586222b1fcf,Treasury Manager | Quantitative Hedge Fund,DADACONSULTANTS PTE. LTD.,15000,25000,2,Quantity Surveyor,,5000.0,200.0
a887c8c0d9bd1e68a55abce689a7768b,"Associate Director/Director, Investment Banking",SOOCHOW SINGAPORE CAPITAL MARKETS (ASIA) PTE. LTD.,15000,20000,2,Quantity Surveyor,,5000.0,200.0
af0a0d762f06c2d9c0b0db69165bcfae,CFO,PARACRINE THERAPEUTICS PTE. LTD.,15000,20000,2,Quantity Surveyor,,5000.0,200.0
221315e45b7afb9667431c53429a1c0c,"Senior Associate, Group Investments",ESR SG MANAGEMENT PTE. LTD.,20000,25000,2,Quantity Surveyor,Senior,6700.0,198.5
09369e26eddbff01f0ea448c562f97ac,"Algorithm Engineer (Platform Governance), Global E-Commerce",BYTEDANCE PTE. LTD.,11250,22500,19,SUPERVISOR,Junior,3800.0,196.1
6f827cd1624a90a3c0a4e2381fd2ad47,"Client Analytics Partner Lead, APAC",STACKADAPT (SINGAPORE) PTE. LTD.,13500,17500,19,SUPERVISOR,,4600.0,193.5
d1f6072eee4ae9a4d25f27fadc6be20a,Software Engineer (Payment Network) - Global Payment - Singapore,PIPO RESOURCE (SG) PTE. LTD.,14000,26000,12,Warehouse Assistant,Mid,4800.0,191.7
cd7a5b06fd73b0194242a684b3a4ba5a,Database Platform Engineer,UNITECH CONSULTING PTE. LTD.,10200,10700,12,Warehouse Assistant,,3500.0,191.4
9f44256b379f2de077d6ad378ba87f84,Risk Management Manager,"SUMITOMO MITSUI TRUST BANK, LIMITED Singapore Branch",16000,20000,2,Quantity Surveyor,Manager,5500.0,190.9
08b61ec72f76dcd1935314019218faa3,R0422631 IB – Institutional Client Group - Insurance Sales Specialist – Associate,DEUTSCHE BANK AKTIENGESELLSCHAFT,16000,22000,3,Project Engineer,,5500.0,190.9
7f1c67eb145839eeb8b24c97262ceac8,Sr. Forward Deployed Engineer,DATABRICKS ASIAPAC UNIFIED ANALYTICS PTE. LTD.,14500,21750,19,SUPERVISOR,Senior,5000.0,190.0
f82728f9e887e3b3d458d401a09611b3,Associate Recruiting Manager,LATHAM & WATKINS LLP,13000,16000,14,Admin Assistant,Manager,4500.0,188.9
0307bf94a0c71c21fcc19471ea60785d,Temenos Triple A Developer,VISEO ASIA PTE. LTD.,10000,13000,12,Warehouse Assistant,,3500.0,185.7
5fb18a8bcb2e2185e769da7fead9035f,Senior Software Engineer,ALLIUM LABS PRIVATE LIMITED,10000,20000,12,Warehouse Assistant,,3500.0,185.7
7f454f70a03d5b117118c82937bd50a0,AAA Techno-Functional Specialist,IKAS INTERNATIONAL (ASIA) PTE. LTD.,10000,12500,12,Warehouse Assistant,,3500.0,185.7
454fe4667a84eb6f6032cb709bb7024d,Application Developer,SAKSOFT PTE LIMITED,10000,11500,12,Warehouse Assistant,,3500.0,185.7
0c70f8ddc5db04a01d245df9e1c3ac4c,"DevOps Engineer (MNC, established company with millions of users, cutting-edge technical environment)",,10000,16000,12,Warehouse Assistant,,3500.0,185.7
268f7b444c0ebd2cc9fd03a8241fd04c,Senior Cybersecurity Engineer,MOURI TECH PTE. LTD.,10000,13200,12,Warehouse Assistant,,3500.0,185.7
b1e068d35ecbe6555aefb6024a1e7b09,AI Solution Architect (robotics and CV),RANDSTAD PTE. LIMITED,10000,15000,12,Warehouse Assistant,,3500.0,185.7
02b52bcde69ee1284797052b65397f37,Microsoft 365 Engineer,IKAS INTERNATIONAL (ASIA) PTE. LTD.,10000,12000,12,Warehouse Assistant,,3500.0,185.7
db2aadc4f76ea09b603c972c86a3d0fb,Production Support Analyst (Banking Sector),NTT SINGAPORE PTE. LTD.,10000,12000,12,Warehouse Assistant,,3500.0,185.7
a428040e6daa4aac79e42a54a9366487,"Senior Distributed Platform Engineer (up to $15,000 base + Bonus and more)",TYSON JAY MANAGEMENT PTE. LTD.,10000,15000,12,Warehouse Assistant,,3500.0,185.7
ce979f2e82115620bc9eee5e6ffd0ce1,Threat Intel Analyst,JJ CONSULTING SERVICES,10000,14000,12,Warehouse Assistant,,3500.0,185.7
ba784ea218d026204086ca5fd9b33695,Legal Counsel,HKDAG (SINGAPORE) PTE. LTD.,10000,11000,15,Beautician,,3500.0,185.7
20607310eaabe9842cffd207b6afbdd9,Incident & Problem Management (ITSM),RECRUIT EXPRESS PTE LTD,10000,12000,12,Warehouse Assistant,,3500.0,185.7
314b4aa1dec86aa67af05009773d9e1d,M&A Advisor,FEY DAY PTE. LTD.,10000,17000,15,Beautician,,3500.0,185.7
f7d1644f39f751ba8f1b08ad05352391,DevSecOps Engineer,TRINITY CONSULTING SERVICES PTE. LTD.,10000,11500,12,Warehouse Assistant,,3500.0,185.7
ee5183556e4a5325af6f585095012745,Private Banking Relationship Manager,UPPER SPRING CONSULTING PTE. LTD.,10000,20000,15,Beautician,,3500.0,185.7
e1965bbcc002ea825c20174bbf5c17f3,Staff Software Engineer,RUCKUS NETWORKS SINGAPORE PTE. LTD.,10000,13000,12,Warehouse Assistant,,3500.0,185.7
5874b4bc709caaeac4a39c9541d15dda,"Technology Delivery Manager, Asset Management (1-year renewable contract)",EVOLUTION RECRUITMENT SOLUTIONS PTE. LTD.,10000,12000,12,Warehouse Assistant,,3500.0,185.7
a0d686a175e17e7d0184f94fbd541774,"Senior System Analyst (Java, SWIFT Payment) - Permanent",GMP TECHNOLOGIES (S) PTE LTD,10000,11500,12,Warehouse Assistant,,3500.0,185.7
cb08a3cecc026b63b8741ef57abb98e1,T24 Developer (Securities & Corporate Actions) Contract,ICON OUTSOURCING,10000,14000,12,Warehouse Assistant,,3500.0,185.7
d0ff63823ddf6dd0b2644ee03344a0f2,Senior Java Developer,LYNEER CORP (SINGAPORE) PTE. LTD.,10000,13000,12,Warehouse Assistant,,3500.0,185.7
a82768d55fe0b59ece3097454e9b4c8d,Site Reliability Engineer - Kubernetes - Microservices - Immediate,TRUST RECRUIT PTE. LTD.,10000,13000,12,Warehouse Assistant,,3500.0,185.7
84e9b06285f73e557cb412f10d2f11fd,Senior Software Engineer (Risk Confidence & Risk Authority),PERSOL SINGAPORE PTE. LTD.,10000,13000,12,Warehouse Assistant,,3500.0,185.7
941315566487cdc63a1c2fffea2c0ef7,"Academic Staff in Operational Technology, Cybersecurity - 3360",CTES CONSULTING PTE. LTD.,10000,11000,12,Warehouse Assistant,,3500.0,185.7
0d4ca73cca9efd7ba03c007a1467839b,Software Engineer (Y)***,ETHOS SEARCH ASSOCIATES PTE. LTD.,10000,13000,12,Warehouse Assistant,,3500.0,185.7
ae3a624bf7b290bcf7fa5a5c5f5b3d2e,Product Manager,ALLIED TELESIS INTERNATIONAL (ASIA) PTE. LTD.,10000,12500,12,Warehouse Assistant,,3500.0,185.7
f41de8f4e4f29e5574ce70c326478eec,Senior Product Manager,IKAS INTERNATIONAL (ASIA) PTE. LTD.,10000,14000,12,Warehouse Assistant,,3500.0,185.7
f543a08d1523e925d4dc1ded20820d48,Senior Product Manager (Retail),EVOLUTION RECRUITMENT SOLUTIONS PTE. LTD.,10000,13000,12,Warehouse Assistant,,3500.0,185.7
fabf71b132474fef91963d817b18f7ce,Solution Architect (Government Sector),NTT SINGAPORE PTE. LTD.,10000,12000,12,Warehouse Assistant,,3500.0,185.7
ff2bdb96863b6f31ee7c1472e78aae0d,Integration Architect - MuleSoft-12 months contract,ESOL PTE. LTD.,10000,12000,12,Warehouse Assistant,,3500.0,185.7
7013242e051b14983e73593e2039617f,Legal Counsel,HASHKEY CAPITAL SINGAPORE PTE. LTD.,10000,11000,15,Beautician,,3500.0,185.7
2f67a46a54de06ae29fea38df3728bd5,Cloud Expert,HAYS SPECIALIST RECRUITMENT PTE. LTD.,10000,13000,12,Warehouse Assistant,,3500.0,185.7
73ff6707166cd8bdcaadd0dd29a0bac7,Technical Program Manager,TRAVELOKA TECHNOLOGY PTE. LTD.,10000,14000,12,Warehouse Assistant,,3500.0,185.7
16d3198906b55efe5b12b5a22b0a16b6,Network Automation & Reliability Engineer,RECRUIT EXPRESS PTE LTD,10000,16000,12,Warehouse Assistant,,3500.0,185.7
8995df85045333b54278ded55b2fafef,Senior Software Engineer (A)***,ETHOS SEARCH ASSOCIATES PTE. LTD.,10000,13000,12,Warehouse Assistant,,3500.0,185.7
c8562a92e83a8a4064e4fde0d978cd54,Senior Voice Engineer,ARYAN SOLUTIONS PTE. LTD.,10000,12500,12,Warehouse Assistant,,3500.0,185.7
d16aca3e30af7373ca7e31310739e2f7,"Platform Engineer (RHEL), Upto 12k, Hybrid, Bank",AMBITION GROUP SINGAPORE PTE. LTD.,10000,12000,12,Warehouse Assistant,,3500.0,185.7
700ad3026a3422d644625b93ca06f73c,"Network Operations Engineer, Physical Network Infrastructure",BYTEDANCE PTE. LTD.,10000,20000,12,Warehouse Assistant,,3500.0,185.7
881fd4bbc2ad3baaa5317b7de2918331,C# / .NET Developer,ALLEGIS GROUP SINGAPORE PRIVATE LIMITED,10000,16000,12,Warehouse Assistant,,3500.0,185.7
a4c932d4228878a3aee50e4932e7fa5b,Senior SAP PP Consultant,ERP21 PTE LTD,10000,12000,12,Warehouse Assistant,,3500.0,185.7
ee55d3d389b10fce11e2cd41af040977,Senior Java Developer,NICOLL CURTIN TECHNOLOGY PTE. LTD.,10000,12000,12,Warehouse Assistant,,3500.0,185.7
771369d622fe7ece8dd392797ad151c1,ICT Vendor Relationship Manager (Central / High Bonuses),CAREERALLY PTE. LTD.,10000,15000,12,Warehouse Assistant,,3500.0,185.7
8c885ca782db238df82609674cd14ba5,"Associate, Corporate Real Estate | Private Practice | 2–5 PQE (CL-OC-12)",NAT AND NAT SEARCH PTE. LTD.,9999,99999,15,Beautician,,3500.0,185.7
12af9c4397aae9b760ebc868c46cbc57,Expression of Interest- Family Office Investment Analyst,RECRUIT123 PTE. LTD.,10000,13000,15,Beautician,,3500.0,185.7
698e280b5753a45b18256554c0b47232,QA Validation Engineer,,10000,13000,12,Warehouse Assistant,,3500.0,185.7
49d7bc1439aa536d0bf6054b7de1cf98,Security Operations Expert,SEPHORA ASIA PTE. LTD.,10000,12000,12,Warehouse Assistant,,3500.0,185.7
64e741dd9fb28096493b517387ad2fef,Senior Developer (ServiceNow) Module Expertise - CSM,CADENZA SOLUTIONS PTE. LTD.,10000,13000,12,Warehouse Assistant,,3500.0,185.7
6c4e12762e0fdd21124d96816f8bfd46,Senior Technical Support Engineer,SOLACE SYSTEMS SINGAPORE PTE. LTD.,10000,12500,12,Warehouse Assistant,,3500.0,185.7
07eafbe6994e2090a0c2a6a6a6111e62,Expert Frontend Engineer (React.JS & React Native),VANGUARD SOFTWARE PTE. LTD.,10000,15000,12,Warehouse Assistant,,3500.0,185.7
6e2f2e984f674c073fcb9a28dc8ebb1f,"Senior Java Developer (Big Data, Bank)",GMP RECRUITMENT SERVICES (S) PTE LTD,10000,11000,12,Warehouse Assistant,,3500.0,185.7
61ed1c74cf1e4b6e8821862dc33c8444,Silverdale Fixed Income Funds Business Development Role,SILVERDALE CAPITAL PTE. LTD.,10000,15000,15,Beautician,,3500.0,185.7
a0a533759a1f77e802b7eecbfbc5c308,Staff / Senior Staff Physical Design Engineer (IC Backend),LEADTOP TECHNOLOGY PTE. LTD.,10000,15000,12,Warehouse Assistant,,3500.0,185.7
6cc9b3e198545bb3f581e1c7cb0c1b30,Presales Solution Architect,ST ENGINEERING CLOUD AND DATA CENTRE SOLUTIONS PTE. LTD.,10000,12500,12,Warehouse Assistant,,3500.0,185.7
fb5b9976c52570ef59f3629d546669bc,Customer Delivery Manager,DIGITAL EDGE (SINGAPORE) PTE. LTD.,10000,20000,5,Quantity Surveyor,,3500.0,185.7
4ed5fb53fd66558ec19d31e78093a3a0,Cybersecurity Strategist,JJ CONSULTING SERVICES,10000,13000,12,Warehouse Assistant,,3500.0,185.7
5b4caac696ce8c1dc1cc193b5693bf7d,iOS SDK Engineer,OZION TECH PTE. LTD.,10000,14000,12,Warehouse Assistant,,3500.0,185.7
8ff9dab606bb9e629d0e752968ec6fa8,"Staff Engineer, Physical Design",AMBIQ MICRO SINGAPORE PRIVATE LTD.,10000,14000,12,Warehouse Assistant,,3500.0,185.7
94c1b683b40f83c135609b0b044afad8,Product Manager (Government Sector),NTT SINGAPORE PTE. LTD.,10000,12000,12,Warehouse Assistant,,3500.0,185.7
93a205ce8431148fc324892d2b98cd07,Staff Software Engineer (Agentic AI),TYCO ELECTRONICS SINGAPORE PTE LTD,10000,13000,12,Warehouse Assistant,,3500.0,185.7
3e441283313f1fc66d510464ca937f79,QE Consultant,GECO ASIA PTE. LTD.,10000,12000,12,Warehouse Assistant,,3500.0,185.7
99cebb784d532057db191fcd5b930abc,Senior E&I Engineer,KEPPEL SEGHERS ENGINEERING SINGAPORE PTE. LTD.,10000,15000,12,Warehouse Assistant,,3500.0,185.7
65bf6e88399090ad362320bf3b5436e0,Staff DevOps Engineer,RAKUTEN ASIA PTE. LTD.,10000,14000,12,Warehouse Assistant,,3500.0,185.7
8295a9fb76144a67f53fd90d4b11b02c,Principal AI Engineer,IDC TECHNOLOGIES (SINGAPORE) PTE. LTD.,17000,20000,19,SUPERVISOR,Lead,6000.0,183.3
eb95b9113c4858587a791f2f01892ce9,"Manager, HNW Market & Competitor Insights",SUN LIFE ASSURANCE COMPANY OF CANADA Singapore Branch,13000,15000,19,SUPERVISOR,,4600.0,182.6
aacd2d7113debcb3f6ea01fb762ab322,"Senior Data Sales Specialist, ASEAN",AMAZON WEB SERVICES SINGAPORE PRIVATE LIMITED,13000,22000,19,SUPERVISOR,,4600.0,182.6
5a5d70382d09dab2b31722b0e848958c,Business Analyst (Lead),NOVEL SUNKRIS BUSINESS SOLUTIONS PTE. LTD.,13000,14500,19,SUPERVISOR,,4600.0,182.6
f531de8ff36dd37c57cd10d54ae637d4,Business Analyst Lead,JUST RECRUIT SINGAPORE PTE. LTD.,13000,14500,19,SUPERVISOR,,4600.0,182.6
ada8f19cd75f9505dbf59bfb89c103a6,Applied Scientist,MISTRAL AI  PTE. LTD.,13000,22500,19,SUPERVISOR,,4600.0,182.6
